,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,neighborhood_median,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1500,18854028,Charming 2BR on Quiet Street Close to the Action,131335007,Matthew,Lake View,41.934290000000004,-87.65776,Entire home/apt,167,95,2,86,2021-02-15,1.93,1,180
1501,18856449,-CHICAGO STUDIO IN JEFFERSON PARK O'HARE ROSEMONT-,131366873,Jozef & Robert,Jefferson Park,41.97205,-87.76526,Entire home/apt,75,60,2,80,2021-01-20,1.84,2,1
1502,18871593,Cozy Peach room,104526288,Myrtle,North Park,41.99243,-87.71374,Private room,37,80,2,38,2020-10-17,0.84,2,365
1503,18875441,SANITIZED Hyde Park Retreat near UChicago,100179,Kenneth,Woodlawn,41.78423,-87.61116,Private room,46,52,2,52,2020-03-17,1.15,10,0
1504,18893157,Exposed brick loft in the heart of Old Town,67788755,Kris,Near North Side,41.908,-87.63582,Entire home/apt,135,132,2,3,2017-07-02,0.07,1,0
1505,18900360,Wrigleyville Getaway,131717124,Emiliano,Lake View,41.949690000000004,-87.66128,Entire home/apt,245,95,1,85,2020-03-15,1.98,2,85
1506,18918084,Lakeview Penthouse-DePaul/Theatre/Wrigley/Parking,11645672,Kelly,Lake View,41.93833,-87.65493000000001,Entire home/apt,102,95,2,140,2021-01-02,3.12,1,170
1507,18919800,Creative Room in the Sky,5732624,Mike,Lower West Side,41.85582,-87.66964,Private room,31,70,1,220,2020-03-18,4.85,2,0
1508,18926227,University of Chicago Campus Room,12728248,Judy,Hyde Park,41.7958,-87.60128,Private room,40,50,14,4,2019-07-28,0.09,5,49
1509,18928220,Private Entrance  Urban Retreat @ Fulton House!,56917234,Lara,East Garfield Park,41.88585,-87.70473,Entire home/apt,57,49,3,106,2021-02-14,2.36,4,331
1510,18933344,Ravenswood Private Room,6808293,Jon,Lincoln Square,41.9721,-87.67475999999999,Private room,75,76,2,1,2019-10-13,0.06,2,88
1511,18941958,Spacious apartment in Budlong Woods/Lincoln Square,122342855,April,Lincoln Square,41.98019,-87.68991,Entire home/apt,89,76,3,34,2019-11-03,0.77,1,0
1512,18949467,Spacious 2-story Wrigleyville Coach House,16971357,Amy,Lake View,41.94377,-87.65308,Entire home/apt,600,95,3,3,2017-08-27,0.07,1,365
1513,18963114,Lakeview Studio steps from Boystown and Red Line,39878504,Katie,Lake View,41.95066,-87.65106999999999,Entire home/apt,140,95,4,31,2019-10-07,0.7,1,179
1514,18978187,"Chic, Modern Lincoln Square Apartment with Open Layout",9124299,Eric,Lincoln Square,41.97586,-87.69058000000001,Entire home/apt,84,76,1,113,2021-01-28,3.46,1,345
1515,19000293,Cozy Fresh Bedroom for Travel Lover,76133827,Anny,West Town,41.89602,-87.66266999999999,Private room,66,100,1,56,2020-10-26,1.24,7,363
1516,19009981,The University of Chicago Campus Room,12728248,Judy,Hyde Park,41.79484,-87.59406,Private room,48,50,10,4,2019-05-25,0.13,5,78
1517,19013761,Entire 2 bed/2 bath condo VERY close to Wrigley,27222261,Amy,Lake View,41.94531,-87.65073000000001,Entire home/apt,84,95,1,22,2019-08-12,0.5,1,0
1518,19018717,Cozy apartment in quiet residential area,92534777,Ria,Bridgeport,41.83677,-87.65666,Entire home/apt,68,65,1,232,2020-09-13,5.13,2,172
1519,19018922,The Midway Flat,132698758,Gloria,Archer Heights,41.80395,-87.7175,Private room,114,62,1,17,2019-09-15,0.39,1,256
1520,19038415,+Queen Bed-Safe Area-Laundry-Friendly Dog-SmartTV+,132851466,Joey,Norwood Park,41.99098,-87.78225,Private room,45,50,2,18,2021-01-18,0.4,4,336
1521,19038878,Comfortable room in the Heart of Chicago,125412587,Luis,Lower West Side,41.85403,-87.67766999999999,Private room,65,70,3,43,2019-10-24,0.96,2,89
1522,19044554,Living Room by the Lake,5103368,Makeda,Rogers Park,42.0161,-87.66722,Private room,32,71,2,42,2020-11-10,0.93,1,90
1523,19087342,Modern & chic 4BR/2BA duplex in hip Wicker Park,115737926,Mildred,West Town,41.906690000000005,-87.68404,Entire home/apt,199,100,2,45,2020-10-18,1.01,1,47
1524,19088115,Curated Art Apartment in Ukrainian Village,26201109,Simida,West Town,41.899879999999996,-87.68072,Entire home/apt,217,100,2,44,2020-07-20,1.12,2,231
1525,19088359,South loop/downtown Chicago Condo,46980307,LaDonna,Near South Side,41.8607,-87.62002,Entire home/apt,207,126,1,9,2017-07-03,0.2,1,0
1526,19093790,Gem Loft in the Gold Coast!,46419638,Amanda,Near North Side,41.90462,-87.6283,Entire home/apt,104,132,2,99,2020-11-28,2.53,1,58
1527,19101426,3 BR East Lakeview Coach House with Large Patio,118232209,Eric And Beth,Lake View,41.93401,-87.641,Entire home/apt,171,95,2,75,2020-09-27,1.67,2,360
1528,19114011,Stylish Room in a Chicago Brownstone - A,4434,Kellen,Douglas,41.833009999999994,-87.61992,Private room,63,80,2,79,2019-10-29,1.82,5,0
1529,19118210,SUITE HOME CHICAGO  Your Own Private Floor!,55340110,Elizabeth,Irving Park,41.95398,-87.71245,Private room,63,75,1,94,2019-10-21,2.11,1,87
1530,19123858,Great Location Studio II,14241347,Ensavi,Near North Side,41.90079,-87.6306,Entire home/apt,79,132,1,274,2020-12-29,6.08,4,155
1531,19124180,Great Location Studio III,14241347,Ensavi,Near North Side,41.90062,-87.63085,Entire home/apt,60,132,1,309,2021-01-31,6.86,4,0
1532,19136596,Bridgeport Garden Apartment,133758803,Juan,Bridgeport,41.83247,-87.6486,Entire home/apt,78,65,2,110,2021-01-18,2.5,1,78
1533,19144279,"+ Very Safe Area, Friendly Dog, Laundry, SmartTV +",132851466,Joey,Norwood Park,41.99098,-87.78396,Private room,35,50,2,35,2020-10-31,0.79,4,356
1534,19144299,"Condo 5 blocks from United Center, 2 to train",37730662,Colby,Near West Side,41.87785,-87.68415999999999,Entire home/apt,44,102,2,12,2019-11-04,0.27,1,0
1535,19158517,Redesigned Lower Level Studio in Historic Building,54727125,Matt,Lincoln Park,41.9135,-87.64316,Entire home/apt,75,123,2,132,2021-02-07,3.46,1,150
1536,19161997,Awesome Lofted Room in the heart of Downtown!,13504796,Y,Loop,41.88205,-87.6267,Private room,60,135,3,0,,0.0,1,90
1537,19181101,The Morning Room.Close To Everything+ParkingPermit,108250312,Andres,Lake View,41.94887,-87.65037,Private room,83,95,1,45,2020-02-15,1.04,4,365
1538,19182100,Downtown Luxury Meets Tranquility,134169199,Jesse,West Town,41.89532,-87.64947,Entire home/apt,225,100,2,3,2017-12-24,0.07,1,90
1539,19195727,Romantic Room. Safe.Fresh.Clean+ParkingPermits,108250312,Andres,Lake View,41.95044,-87.64901,Private room,83,95,1,73,2020-07-30,1.62,4,365
1540,19196148,First floor with private bedroom Ukrainian Village,134285327,Margaret,West Town,41.89682,-87.67759000000001,Private room,70,100,2,23,2020-03-01,0.51,2,0
1541,19199419,Airy & Clean 2BR Apt.+ Free Covered Garage Parking,35781467,Ariel & Sona,Portage Park,41.96748,-87.76879,Entire home/apt,65,70,1,151,2021-01-26,3.52,17,357
1542,19208339,"Conveniently located, cozy 2 bedroom garden unit.",73228641,Martha,West Town,41.91299,-87.68996,Entire home/apt,118,100,1,14,2019-11-11,0.39,1,170
1543,19221071,"Full Apt in Old Town, walk to beach & LP Zoo",134535929,Reyna,Near North Side,41.905229999999996,-87.633,Private room,125,132,2,0,,0.0,1,0
1544,19242207,"Haddon Hideaway, a cozy room in a Landmark Cottage",134723134,Linda,West Town,41.902640000000005,-87.67537,Private room,50,100,2,134,2020-03-14,3.03,1,324
1545,19242274,Beautiful Lincoln Park/ De Paul Complimentary Pkg,134707455,Jane,Lincoln Park,41.91478,-87.65063,Entire home/apt,159,123,3,112,2021-02-16,2.52,1,143
1546,19243410,Wrigley Field Grand Slam,126136948,Mark,Lake View,41.94829,-87.65665,Shared room,300,95,2,4,2017-09-10,0.09,1,83
1547,19245639,Spacious & Sunny 1 BDR full of Plants - Logan SQ,1264800,Natalia,Avondale,41.93351,-87.70000999999999,Entire home/apt,95,80,7,153,2020-03-06,3.46,1,169
1548,19249102,Sunny Lincoln Park Apartment,3382417,Heather,Lincoln Park,41.92799,-87.64088000000001,Entire home/apt,99,123,1,105,2020-12-31,2.36,2,1
1549,19249295,Double bed with private bathroom; easy city access,40226382,Catherine,Edgewater,41.99538,-87.66278,Private room,50,83,1,2,2018-09-22,0.07,1,0
1550,19263774,1 Room 1 bath E Rogers Park nr Evanston Lake & NU,1599090,Evelyn,Rogers Park,42.02259,-87.66731999999999,Private room,65,71,28,35,2020-01-31,0.81,1,0
1551,19269442,Cozy Lincoln Square Studio,35304490,Sayora,Lincoln Square,41.96865,-87.69566999999999,Entire home/apt,75,76,1,63,2018-05-25,1.42,1,0
1552,19285860,Luxurious Urban Oasis,135055128,Forrest/Laura,Logan Square,41.91636,-87.70499000000001,Entire home/apt,29,90,60,44,2020-02-15,0.99,1,18
1553,19308810,The Victorian Room. 2Beds. ParkngPermts. Cubs Area,108250312,Andres,Lake View,41.9484,-87.6491,Private room,83,95,1,50,2020-03-15,1.2,4,364
1554,19376768,Roomy 1-Bed in the heart of Wrigley/Boystown!,19416515,Alloy,Lake View,41.94539,-87.64749,Entire home/apt,120,95,1,8,2017-11-13,0.19,1,0
1555,19399921,Lovely 3/2.5 duplex in Wicker Park area,19061917,Anne,West Town,41.90224,-87.66364,Entire home/apt,399,100,3,13,2019-06-23,0.3,1,365
1556,19412268,Tropical Penthouse in Wicker Park,4069585,Liz,West Town,41.90813,-87.67536,Entire home/apt,624,100,2,78,2020-03-30,1.91,4,334
1557,19414085,"Bright & Spacious 2-Bedroom Flat +Fireplace, Porch",209564,Ami,Lake View,41.9454,-87.65478,Entire home/apt,96,95,2,105,2021-01-28,2.36,6,41
1558,19416779,Beautiful North Side Haven,30810272,Donna,Avondale,41.941829999999996,-87.72478000000001,Private room,56,80,2,7,2018-08-06,0.16,1,89
1559,19422982,DREAMY Downtown Penthouse,69264508,Joshua,Near North Side,41.89571,-87.62693,Private room,200,132,2,42,2020-07-05,0.99,2,179
1560,19424810,Stunning Retro Apartment in Andersonville,136186496,Jim,Edgewater,41.98253,-87.67155,Entire home/apt,84,83,1,277,2021-02-15,6.29,2,158
1561,19432136,The University of Chicago Hospital/Campus Room,12728248,Judy,Hyde Park,41.791740000000004,-87.59401,Private room,50,50,3,4,2019-06-20,0.13,5,67
1562,19437851,Pilsen Gem,136277179,Jesus,Lower West Side,41.85235,-87.66905,Entire home/apt,499,70,39,33,2018-04-24,0.75,3,0
1563,19451443,Ukrainatopia,133779718,Grace,West Town,41.89658,-87.67745,Entire home/apt,79,100,2,85,2020-02-18,1.97,1,3
1564,19454398,Bridgeport Home,96350945,Patrick,Bridgeport,41.84507,-87.64503,Entire home/apt,190,65,2,34,2019-10-25,0.77,1,270
1565,19454945,East Pilsen Garden Apt. # 2,130336321,Adriane,Lower West Side,41.857079999999996,-87.64305,Entire home/apt,106,70,2,71,2020-03-09,1.61,1,19
1566,19469209,"221 Room 2 Cozy, Nice Bedroom in Center Chinatown",7629653,Helen,Armour Square,41.85174,-87.63322,Private room,25,60,15,140,2020-11-24,3.17,2,0
1567,19469602,Urban Terrace @ Fulton House,56917234,Lara,East Garfield Park,41.887370000000004,-87.70615,Entire home/apt,85,49,1,120,2021-02-07,2.71,4,348
1568,19474423,Entire Private Apartment (Duplex) by Chinatown,129327646,Roger,Bridgeport,41.84544,-87.64066,Entire home/apt,65,65,2,244,2020-03-13,5.5,7,290
1569,19483555,Private room on tree lined street in Lakeview,136739384,Suzanne,Lake View,41.948190000000004,-87.6516,Private room,45,95,30,10,2020-10-31,0.23,2,227
1570,19486763,Private Studio by Chinatown (Duplex),129327646,Roger,Bridgeport,41.84514,-87.63845,Entire home/apt,55,65,1,127,2019-06-09,2.85,7,0
1571,19526921,Private apartment,52558282,Liz,Uptown,41.97188,-87.66485,Entire home/apt,70,81,30,21,2020-10-31,0.47,1,89
1572,19529540,Spacious Lakeview Condo,130604462,Taylor,Lake View,41.93502,-87.63964,Entire home/apt,115,95,1,7,2017-11-26,0.17,1,0
1573,19532918,Cozy quarters steps away from the lakefront,137194485,Kay,Oakland,41.82328,-87.6,Entire home/apt,67,92,2,195,2021-01-10,4.41,1,0
1574,19549132,Safe+Peaceful Lakeview. Your Secret Getaway,9094538,Nicole,Lake View,41.93885,-87.6638,Entire home/apt,107,95,1,60,2020-03-15,1.35,43,294
1575,19551521,Logan Square Portrait Room,2918510,Monica,Logan Square,41.923359999999995,-87.71629,Private room,104,90,2,19,2020-11-27,0.43,1,180
1576,19554215,McCormick Convention - Condo Vacation Rentals,118125798,Jermaill,Grand Boulevard,41.81707,-87.61059,Private room,69,86,1,39,2019-10-23,0.88,1,170
1577,19571344,Inviting 4 Bedroom Duplex Next to Humboldt Park,21008290,Danny,West Town,41.90376,-87.69757,Entire home/apt,132,100,1,94,2021-01-30,2.22,2,312
1578,19574382,"Historic Old Town, Fabulous 4 Bedroom Home",33004,At Home Inn,Lincoln Park,41.91344,-87.63936,Entire home/apt,250,123,5,36,2021-01-31,0.84,11,97
1579,19585431,Vibrant and Stylish 4 Bed Condominium near Humboldt Park,137543685,Zach,West Town,41.904509999999995,-87.69584,Entire home/apt,106,100,1,107,2021-02-14,2.51,1,313
1580,19586298,The Grotto of Logan Square,28354664,Benjamin,Logan Square,41.93045,-87.69985,Entire home/apt,67,90,1,207,2021-02-14,4.67,1,174
1581,19603887,Large Vintage Getaway,137833984,Madeline,Lake View,41.941629999999996,-87.64213000000001,Entire home/apt,125,95,3,0,,0.0,1,0
1582,19604017,Cozy Vintage 1bdrm-Pilsen,136277179,Jesus,Lower West Side,41.851259999999996,-87.66905,Entire home/apt,499,70,2,49,2018-06-26,1.11,3,0
1583,19610748,Entire Apartment. Spacious 2BDRM+Patio. Mins2Loop,137905570,Vanessa,West Town,41.892720000000004,-87.65975999999999,Entire home/apt,84,100,2,182,2021-02-06,4.31,1,229
1584,19619677,Historic Andersonville Coach House,135238399,Christina,Edgewater,41.98555,-87.66464,Entire home/apt,179,83,2,38,2020-02-17,0.88,1,69
1585,19624563,North Logan Luxury,138042929,Chioma,Avondale,41.94073,-87.72610999999999,Entire home/apt,275,80,2,2,2017-09-17,0.05,1,0
1586,19625538,Trendy West Loop Brownstone with Front Garden,116406118,Coco,Near West Side,41.8787,-87.66509,Entire home/apt,89,102,2,148,2021-01-01,3.47,1,333
1587,19625944,"Cool, Clean, & Comfortable 2 Bedroom",47343301,Amber,West Town,41.89728,-87.6736,Entire home/apt,120,100,2,32,2018-08-05,0.73,1,0
1588,19658119,Millennium Park View Luxury Apartment,32541943,Demi,Loop,41.88394,-87.6239,Private room,85,135,1,4,2017-07-29,0.09,1,0
1589,19658989,ITALIAN garden apt/kids friendly/great location!!,125840045,Viviana,Irving Park,41.9552,-87.73908,Entire home/apt,65,75,2,199,2021-01-29,4.6,1,0
1590,19659523,Wicker Park 2 Bed/2.5 bath sleeps 6,99894346,Andrew,West Town,41.90855,-87.66778000000001,Entire home/apt,250,100,2,2,2017-08-06,0.05,1,0
1591,19662106,Abby's 2720 2F,36128270,Juanita,North Lawndale,41.85698,-87.69285,Private room,27,45,1,216,2020-08-19,4.92,8,0
1592,19662762,Not Your Grandpa’s Basement- Bed + PRIVATEbath,10393547,Claire,West Town,41.89884,-87.68576999999999,Private room,44,100,3,69,2020-08-19,2.05,1,0
1593,19672865,202 Chicago Andersonville Nice area Free wifi,127235673,Alex,Edgewater,41.98532,-87.67211999999999,Private room,29,83,1,39,2020-10-01,0.89,12,311
1594,19693008,North Harbor Tower,129580849,Dennis,Loop,41.88562,-87.61672,Entire home/apt,155,135,3,1,2017-07-19,0.02,1,0
1595,19708099,2 Bedroom Apartment in the ❤️ Of Pilsen!,24953006,Marion,Lower West Side,41.849270000000004,-87.68581999999999,Entire home/apt,116,70,2,48,2020-09-07,1.11,2,361
1596,19719550,"Wicker Park - private room + bath, bfast included!",1815826,Hunter,West Town,41.90654,-87.68921,Private room,40,100,1,203,2021-02-10,4.63,1,179
1597,19720703,Pilsen Wonder,136277179,Jesus,Lower West Side,41.85263,-87.66955,Entire home/apt,499,70,2,34,2018-05-02,0.77,3,90
1598,19728643,"Soaring Spacious Duplex +Fireplace,Private Rooftop",209564,Ami,Lake View,41.94558,-87.65598,Entire home/apt,304,95,2,113,2020-12-27,2.59,6,34
1599,19730133,Lincoln Park/DePaul Garden Suite/CLOSE TO EXIT,139094281,Lynne,Lincoln Park,41.91605,-87.65523,Private room,55,123,1,141,2020-09-07,3.22,3,69
1600,19734070,Industrial Loft-style 2 Bedroom in Lincoln Park,138900678,Lennon,Lincoln Park,41.91969,-87.64949,Entire home/apt,102,123,1,162,2021-01-19,3.76,1,280
1601,19747110,★Sanitized★Private★Dogs★Home Living★FREE Pkg★,122444924,Jamie,Portage Park,41.95592,-87.77595,Entire home/apt,79,70,1,45,2020-10-31,1.25,1,358
1602,19761287,Our green and colorful Pilsen abode,7862875,Carissa,Near West Side,41.860409999999995,-87.66538,Entire home/apt,78,102,3,1,2017-07-19,0.02,1,0
1603,19777621,Large sunny top floor apartment,21260476,Frank,Humboldt Park,41.91093,-87.70196999999999,Private room,110,74,1,10,2018-10-07,0.23,1,363
1604,19791085,Nice and spacious 2 bedroom apt Near Mc cormick,133759935,Tyre,Douglas,41.828590000000005,-87.61787,Entire home/apt,75,80,2,66,2019-05-27,1.52,2,0
1605,19799074,South Loop Luxury Lofts,139765116,Jose,Bridgeport,41.84081,-87.65975999999999,Private room,100,65,2,2,2017-09-18,0.05,4,179
1606,19812035,comfy BR in classy Ukr Vlg gem w/ full breakfast!!,8218275,Peter,West Town,41.896440000000005,-87.6897,Private room,30,100,2,101,2021-01-09,2.31,7,33
1607,19840148,Modern Apartment in Wicker Park with Outdoor Space,140106140,Jonathan,West Town,41.909620000000004,-87.68498000000001,Entire home/apt,117,100,1,131,2020-09-10,3.03,1,0
1608,19840767,Exclusive modern room on tree lined st in Lakeview,136739384,Suzanne,Lake View,41.94815,-87.65198000000001,Private room,45,95,20,9,2020-11-30,0.21,2,0
1609,19842149,Amazing Condo in Gorgeous Location w Free Parking!,140263872,Jennifer,West Town,41.89855,-87.66278,Entire home/apt,84,100,2,50,2019-03-04,1.15,1,0
1610,19845673,Gorgeous West Loop Condo!,140298294,Rohan,Near West Side,41.887240000000006,-87.64365,Entire home/apt,45,102,1,2,2017-07-21,0.05,1,0
1611,19847846,"Spacious 1bd: Streeterville, Rooftop Pool!",12737000,Taylor,Near North Side,41.89405,-87.62225,Entire home/apt,240,132,2,0,,0.0,1,0
1612,19856765,Urban Chic Apartment by the Magnificent Mile,10209853,Tatiana & Roupen,Near North Side,41.89203,-87.62298,Entire home/apt,250,132,2,82,2021-02-17,1.9,2,175
1613,19862408,Chicago R&R,91375620,Marcia,Humboldt Park,41.89593,-87.72881,Private room,37,74,2,42,2019-11-18,1.18,1,38
1614,19863764,Tree x Skyline Townhome,65788464,Theresa,Near West Side,41.85994,-87.6457,Entire home/apt,308,102,3,46,2020-09-22,1.08,1,365
1615,19877259,Relax with Family in a Luxury Chicago Single Family Home,17843517,Erik,West Town,41.897940000000006,-87.66386999999999,Entire home/apt,556,100,3,37,2020-11-29,0.87,1,340
1616,19891950,Cozy and Private Andersonville Retro Studio,62457364,Kate,Edgewater,41.976290000000006,-87.67026,Entire home/apt,75,83,3,247,2020-10-31,5.65,1,49
1617,19903685,The Fulton House Greystone - Sleeps 26!,56917234,Lara,East Garfield Park,41.88739,-87.70623,Entire home/apt,365,49,3,9,2020-02-17,0.26,4,322
1618,19914093,"Private, 2BR apt, 6 miles south of Downtwn Chgo",134446004,Ibi,Englewood,41.76664,-87.64701,Entire home/apt,35,75,2,181,2021-01-08,4.46,1,275
1619,19931172,Large Home near O'hare,23384697,Alex,Portage Park,41.954229999999995,-87.78623,Entire home/apt,160,70,2,164,2020-12-26,3.8,2,357
1620,19938614,Upscale Old Town Five Bedroom,33004,At Home Inn,Lincoln Park,41.91155,-87.63735,Entire home/apt,354,123,4,42,2020-11-17,0.98,11,297
1621,19944137,Pro Cleaned & Isolated West Loop Coach House ❤️,140919483,Mimi & Paul,Near West Side,41.88304,-87.65889,Entire home/apt,143,102,1,191,2021-02-02,4.39,1,314
1622,19946278,Cute and lovely 1 BR Hyde Park apartment,19575009,Yaniv,Hyde Park,41.791140000000006,-87.58697,Entire home/apt,43,50,7,0,,0.0,1,0
1623,19947248,Apartment in Portage Park,23384697,Alex,Dunning,41.95543,-87.78675,Entire home/apt,85,65,2,128,2020-12-01,2.95,2,325
1624,19947376,Spacious Vintage 3 BR in Chicago's NorthCenter!,141373153,Lins,North Center,41.95624,-87.67945,Entire home/apt,120,112,2,90,2021-01-10,2.12,1,136
1625,19949152,Adorable Wicker Park Apartment,1666010,Rachel,West Town,41.90558,-87.68596,Entire home/apt,110,100,2,87,2020-03-20,2.02,1,230
1626,19952090,Modern Graystone Apartment in Popular Foodie Neighborhood,2021885,Jason,Logan Square,41.921620000000004,-87.6981,Entire home/apt,196,90,2,47,2021-01-03,1.09,1,175
1627,19952780,Come Together in This Vibrant Restored Mansion near Wrigley,23466594,Ana,Uptown,41.96293,-87.65460999999999,Entire home/apt,589,81,2,91,2021-01-11,2.11,1,295
1628,19959804,Stylish Bohoemian Apartment,15691980,Jennifer,West Town,41.91018,-87.69057,Private room,45,100,2,80,2020-10-11,1.85,1,179
1629,19960802,Bright and Sunny Logan Square Apartment,141511846,Naseer,Logan Square,41.91847,-87.71431,Entire home/apt,56,90,1,205,2020-03-16,4.74,1,261
